Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Street Lights - All/Out,12-01032658,5-Jun-12,8-Jun-12,5200 W WELLINGTON AVE ,Found Open in Temp - Repaired,1141184.837,1919450.714,60641,31,25,19
Street Lights - All/Out,12-01032667,5-Jun-12,11-Jun-12,6000 W ADDISON ST ,Straighten & Secure Electrical Equipment,1135732.239,1923321.02,60634,38,16,17
Street Lights - All/Out,12-01032668,5-Jun-12,8-Jun-12,5000 W CARMEN AVE ,Grounded Circuit,1142100.05,1933447.713,60630,45,16,12
Street Lights - All/Out,12-01032678,5-Jun-12,12-Jun-12,2100 W 19TH ST ,Replaced Fuse,1162672.82,1890726.081,60608,25,12,31
Street Lights - All/Out,12-01032678,5-Jun-12,12-Jun-12,2100 W 19TH ST ,Service Street Light Controller,1162672.82,1890726.081,60608,25,12,31
Street Lights - All/Out,12-01032682,5-Jun-12,8-Jun-12,2440 W GRENSHAW ST ,Replaced Relay,1160283.707,1894973.832,60612,28,11,28
Street Lights - All/Out,12-01032690,5-Jun-12,8-Jun-12,2737 W ALBION AVE ,Replaced Fuse,1156772.805,1943672.385,60645,50,24,2
Street Lights - All/Out,12-01032693,5-Jun-12,8-Jun-12,5600 N AUSTIN AVE ,Reset Breaker,1135226.865,1936849.841,60646,45,16,10
Street Lights - All/Out,12-01032711,5-Jun-12,8-Jun-12,150 W CHICAGO AVE ,Replaced Fixture,1174933.859,1905693.119,60654,42,18,8
Street Lights - All/Out,12-01032715,5-Jun-12,8-Jun-12,5500 W NORTH AVE ,Found Open in Temp - Repaired,1139390.95,1910092.293,60639,37,25,25
Street Lights - All/Out,12-01032719,5-Jun-12,8-Jun-12,1936 S DESPLAINES ST ,Remade Splices,1172371.65,1890905.093,60616,25,12,31
Street Lights - All/Out,12-01032720,5-Jun-12,8-Jun-12,1631 S CALIFORNIA BLVD ,Replaced Fuse,1157957.492,1891726.22,60608,28,10,29
Street Lights - All/Out,12-01032734,5-Jun-12,5-Jun-12,1700 E 79TH ST ,Replaced Remote,1189011.7,1852937.51,60649,8,4,43
Street Lights - All/Out,12-01032739,5-Jun-12,7-Jun-12,2000 N KOSTNER AVE ,Service Street Light Controller,1146734.578,1912926.563,60639,31,25,20
Street Lights - All/Out,12-01032785,5-Jun-12,8-Jun-12,600 W 47TH PL ,Found Open in Temp - Repaired,1173092.915,1873402.75,60609,11,9,61
Street Lights - All/Out,12-01032802,5-Jun-12,5-Jun-12,3400 N CICERO AVE ,Reset Breaker,1143776.243,1922173.925,60641,38,16,15
Street Lights - All/Out,12-01032803,5-Jun-12,7-Jun-12,4737 S INGLESIDE AVE ,Replaced Fuseholder,1183415.346,1873741.055,60615,4,2,39
Street Lights - All/Out,12-01032852,6-Jun-12,8-Jun-12,6500 N FAIRFIELD AVE ,Service Street Light Controller,1156814.63,1943013.435,60645,50,24,2
Street Lights - All/Out,12-01033145,6-Jun-12,6-Jun-12,3804 W ROOSEVELT RD ,Restrung Aerial,1151233.993,1894443.233,60624,24,11,29
Street Lights - All/Out,12-01033663,6-Jun-12,8-Jun-12,301 E 71ST ST ,Replaced Fixture,1179279.434,1858002.609,60619,6,3,69
Street Lights - All/Out,12-01035806,6-Jun-12,27-Jun-12,4000 W LAKE ST ,Service Street Light Controller,1149680.12,1901439.643,60624,28,11,26
Street Lights - All/Out,12-01036782,6-Jun-12,8-Jun-12,4600 W JACKSON BLVD ,Grounded Circuit,1145702.14,1898291.255,60644,28,11,25
Street Lights - All/Out,12-01039391,6-Jun-12,7-Jun-12,1600 N HUDSON AVE ,Replaced Relay,1173022.14,1910956.735,60614,43,18,7
Street Lights - All/Out,12-01039759,6-Jun-12,7-Jun-12,6200 S DR MARTIN LUTHER KING JR DR ,Remade Splices,1179984.26,1863995.1,60637,20,3,40
Street Lights - All/Out,12-01039762,6-Jun-12,11-Jun-12,2400 W BERWYN AVE ,Service Street Light Controller,1159389.35,1935124.978,60625,40,20,4
Street Lights - All/Out,12-01039771,6-Jun-12,11-Jun-12,213 W 110TH ST ,Found Open in Temp - Repaired,1176812.192,1831999.051,60628,34,5,49
Street Lights - All/Out,12-01039775,6-Jun-12,11-Jun-12,7300 S PAULINA ST ,Found Open Cables - Repaired,1166276.101,1856294.471,60636,17,7,67
Street Lights - All/Out,12-01039828,6-Jun-12,11-Jun-12,7100 S HERMITAGE AVE ,Found Open in Temp - Repaired,1165907.855,1857611.713,60636,17,7,67
Street Lights - All/Out,12-01039829,6-Jun-12,13-Jun-12,700 N SANGAMON ST ,Replaced Starter,1169984.017,1905079.667,60642,27,13,24
Street Lights - All/Out,12-01039919,6-Jun-12,11-Jun-12,6500 N ONARGA AVE ,Grounded Circuit,1127376.674,1942533.91,60631,41,16,9
Street Lights - All/Out,12-01039932,6-Jun-12,9-Jun-12,8600 S KOSTNER AVE ,Remade Splices,1148591.091,1847154.461,60652,18,8,70
Street Lights - All/Out,12-01039942,6-Jun-12,11-Jun-12,5554 N WAYNE AVE ,Found Open Cables - Repaired,1166306.03,1937010.95,60640,48,20,77
Street Lights - All/Out,12-01039979,6-Jun-12,20-Jun-12,3700 N CLARK ST ,Replaced Circuit Breaker,1167974.236,1924724.392,60613,44,19,6
Street Lights - All/Out,12-01039980,6-Jun-12,11-Jun-12,5600 N BROADWAY  ,Reset Breaker,1167299.275,1937341.285,60660,48,20,77
Street Lights - All/Out,12-01039985,6-Jun-12,9-Jun-12,3626 W 64TH PL ,Service Street Light Controller,1153268.386,1861596.58,60629,13,8,65
Street Lights - All/Out,12-01039993,6-Jun-12,11-Jun-12,5255 W FERDINAND ST ,Found Open in Temp - Repaired,1141247.935,1902643.786,60644,28,15,25
Street Lights - All/Out,12-01040055,7-Jun-12,9-Jun-12,4200 N DRAKE AVE ,Replaced Relay,1151971.206,1927686.504,60618,33,17,16
Street Lights - All/Out,12-01040111,7-Jun-12,8-Jun-12,2722 N AUSTIN AVE ,Found Open in Temp - Repaired,1135934.54,1917323.512,60639,29,25,19
Street Lights - All/Out,12-01040198,7-Jun-12,18-Jun-12,3500 W MANN DR ,Replaced Fixture,1154235.263,1859448.776,60629,18,8,66
Street Lights - All/Out,12-01040710,7-Jun-12,7-Jun-12,9100 S CLAREMONT AVE ,Found Open in Temp - Repaired,1162300.143,1844241.777,60643,19,22,72
Street Lights - All/Out,12-01042236,7-Jun-12,10-Jun-12,6000 W GRACE ST ,Found Open in Temp - Repaired,1135685.784,1924648.025,60634,38,16,17
Street Lights - All/Out,12-01042787,7-Jun-12,12-Jun-12,2400 W CONGRESS PKWY ,Remade Splices,1160477.521,1897702.404,60612,2,11,28
Street Lights - All/Out,12-01043444,7-Jun-12,9-Jun-12,3510 W 76TH PL ,Remade Splices,1154307.5,1853654.15,60652,18,8,70
Street Lights - All/Out,12-01044710,7-Jun-12,18-Jun-12,4700 W KINZIE ST ,Remade Com Ed Connection,1144972.629,1902178.72,60644,28,11,25
Street Lights - All/Out,12-01044974,7-Jun-12,11-Jun-12,200 N WABASH AVE ,Reset Breaker,1176780.82,1901745.532,60601,42,1,32
Street Lights - All/Out,12-01044989,7-Jun-12,10-Jun-12,1800 N NARRAGANSETT AVE ,Reset Breaker,1133465.194,1911283.625,60639,36,25,25
Street Lights - All/Out,12-01045144,7-Jun-12,7-Jun-12,6500 S GREEN ST ,Relamped,1171754.955,1861748.331,60621,16,7,68
Street Lights - All/Out,12-01045146,7-Jun-12,7-Jun-12,6501 S GREEN ST ,Replaced Photo Cell,1171755.155,1861741.631,60621,20,7,68
Street Lights - All/Out,12-01045147,7-Jun-12,11-Jun-12,1400 W GEORGE ST ,Remade Splices,1166473.014,1919359.511,60657,32,19,6
Street Lights - All/Out,12-01045157,7-Jun-12,11-Jun-12,7200 S NORMAL AVE ,Replaced Starter,1174206.4,1857176.667,60621,17,7,68
Street Lights - All/Out,12-01045162,7-Jun-12,7-Jun-12,9350 S DR MARTIN LUTHER KING JR DR ,Found Open Cables - Repaired,1180547.696,1843399.295,60619,6,6,49
Street Lights - All/Out,12-01045220,8-Jun-12,11-Jun-12,9500 S COLFAX AVE ,Relamped,1195165.646,1842471.206,60617,7,4,51
Street Lights - All/Out,12-01045228,8-Jun-12,10-Jun-12,17 N ADA ST ,Reset Breaker,1167455.354,1900229.538,60607,27,12,28
Street Lights - All/Out,12-01045466,8-Jun-12,12-Jun-12,701 S CENTRAL PARK AVE ,Found Open Cables - Repaired,1152486.636,1896781.123,60624,24,11,27
Street Lights - All/Out,12-01045615,8-Jun-12,8-Jun-12,8643 S STONY ISLAND AVE ,Remade Splices,1188430.277,1847893.168,60617,8,4,45
Street Lights - All/Out,12-01050328,8-Jun-12,11-Jun-12,8124 S DOBSON AVE ,Relamped,1184639.223,1851343.506,60619,8,6,44
Street Lights - All/Out,12-01051514,8-Jun-12,14-Jun-12,7900 S BURNHAM AVE ,Service Street Light Controller,1196212.85,1853126.37,60617,7,4,46
Street Lights - All/Out,12-01051541,8-Jun-12,13-Jun-12,4300 W POTOMAC AVE ,Service Street Light Controller,1147473.003,1908309.853,60651,37,25,23
Street Lights - All/Out,12-01051572,8-Jun-12,12-Jun-12,7100 S SOUTH SHORE DR ,Found Open in Temp - Repaired,1194451.936,1858366.783,60649,7,3,43
Street Lights - All/Out,12-01051579,8-Jun-12,12-Jun-12,10700 S VINCENNES AVE ,Replaced Starter,1168473.425,1833790.407,60643,19,22,75
Street Lights - All/Out,12-01051581,8-Jun-12,11-Jun-12,3600 N JANSSEN AVE ,Replaced Fuse,1165999.939,1924002.676,60613,44,19,6
Street Lights - All/Out,12-01051603,8-Jun-12,11-Jun-12,4200 S FAIRFIELD AVE ,Found Open in Temp - Repaired,1158727.3,1876696.06,60632,12,9,58
Street Lights - All/Out,12-01051661,8-Jun-12,11-Jun-12,2000 W MELROSE ST ,Restrung Aerial,1162440.694,1921583.446,60618,32,19,5
Street Lights - All/Out,12-01051736,9-Jun-12,12-Jun-12,2000 W SCHILLER ST ,Found Open Cables - Repaired,1162807.643,1909434.988,60622,1,14,24
Street Lights - All/Out,12-01052210,9-Jun-12,12-Jun-12,5100 S CARPENTER ST ,Grounded Circuit,1170179.546,1870994.85,60609,16,9,61
Street Lights - All/Out,12-01052579,9-Jun-12,10-Jun-12,2500 W BERWYN AVE ,Found Open in Temp - Repaired,1158486.319,1935109.532,60625,40,20,4
Street Lights - All/Out,12-01052654,9-Jun-12,9-Jun-12,11700 S RACINE AVE ,Found Open in Temp - Repaired,1170431.749,1827199.751,60643,34,5,53
Street Lights - All/Out,12-01053168,9-Jun-12,13-Jun-12,200 N WALLER AVE ,Found Open in Temp - Repaired,1138119.531,1900893.091,60644,29,15,25
Street Lights - All/Out,12-01053274,9-Jun-12,12-Jun-12,5500 S MORGAN ST ,Relamped,1170584.824,1868217.441,60621,16,7,68
Street Lights - All/Out,12-01053289,9-Jun-12,11-Jun-12,8200 S MERRILL AVE ,Found Open in Temp - Repaired,1191947.905,1851024.263,60617,8,4,46
Street Lights - All/Out,12-01053293,9-Jun-12,12-Jun-12,7027 S HARPER AVE ,Reset Breaker,1187597.674,1858709.848,60637,5,3,43
Street Lights - All/Out,12-01053312,9-Jun-12,12-Jun-12,1943 W GRACE ST ,Restrung Aerial,1162708.961,1925245.025,60613,47,19,5
Street Lights - All/Out,12-01053336,9-Jun-12,11-Jun-12,7100 S SPRINGFIELD AVE ,Remade Splices,1151591.234,1857235.633,60629,13,8,65
Street Lights - All/Out,12-01053338,9-Jun-12,11-Jun-12,3500 S MICHIGAN AVE ,Found Open in Temp - Repaired,1177768.024,1881822.372,60653,3,2,35
Street Lights - All/Out,12-01053349,9-Jun-12,14-Jun-12,3600 W 64TH PL ,Replaced Relay,1153428.886,1861601.38,60629,13,8,65
Street Lights - All/Out,12-01053361,9-Jun-12,12-Jun-12,800 N WINCHESTER AVE ,Found Open in Temp - Repaired,1163258.59,1905353.327,60622,32,13,24
Street Lights - All/Out,12-01053415,9-Jun-12,15-Jun-12,4121 N LAWNDALE AVE ,Restrung Aerial,1150987.88,1927138.524,60618,33,17,16
Street Lights - All/Out,12-01053429,9-Jun-12,11-Jun-12,3200 W 114TH ST ,Replaced Circuit Breaker,1157065.456,1829021.62,60655,19,22,74
Street Lights - All/Out,12-01053473,9-Jun-12,15-Jun-12,3826 W WEST END AVE ,Replaced Fuse,1150858.76,1900545.889,60624,28,11,26
Street Lights - All/Out,12-01053499,9-Jun-12,14-Jun-12,1600 N HUDSON AVE ,Grounded Circuit,1173022.14,1910956.735,60614,43,18,7
Street Lights - All/Out,12-01053561,10-Jun-12,21-Jun-12,2352 N KEELER AVE ,Found Open in Temp - Repaired,1147993.714,1915308.102,60639,31,25,20
Street Lights - All/Out,12-01055205,10-Jun-12,15-Jun-12,3200 N MILWAUKEE AVE ,Replaced Circuit Breaker,1150054.604,1920999.223,60618,31,17,21
Street Lights - All/Out,12-01055225,10-Jun-12,13-Jun-12,5201 S LONG AVE ,Found Open in Temp - Repaired,1141242.064,1869608.758,60638,23,8,56
Street Lights - All/Out,12-01055236,10-Jun-12,15-Jun-12,4500 W WRIGHTWOOD AVE ,Found Open in Temp - Repaired,1145938.959,1917142.949,60639,31,25,20
Street Lights - All/Out,12-01055252,10-Jun-12,18-Jun-12,800 N STATE ST ,Found Open Cables - Repaired,1176224.667,1905728.05,60610,42,18,8
Street Lights - All/Out,12-01055302,10-Jun-12,13-Jun-12,5111 W MELROSE ST ,Found Open in Temp - Repaired,1141721.154,1921126.81,60641,30,16,15
Street Lights - All/Out,12-01055312,10-Jun-12,12-Jun-12,5800 S CHRISTIANA AVE ,Found Open Cables - Repaired,1155039.345,1865962.331,60629,14,8,63
Street Lights - All/Out,12-01055349,10-Jun-12,13-Jun-12,5513 W CONGRESS PKWY ,Replaced Remote,1139855.638,1897141.8,60644,29,15,25
Street Lights - All/Out,12-01055395,11-Jun-12,12-Jun-12,5000 S WELLS ST ,Replaced Circuit Breaker,1175388.594,1871821.658,60609,3,9,37
Street Lights - All/Out,12-01055483,11-Jun-12,13-Jun-12,13200 S BRAINARD AVE ,Remade Splices,1197005.69,1817957.054,60633,10,4,55
Street Lights - All/Out,12-01055537,11-Jun-12,11-Jun-12,800 W 47TH ST ,Replaced Fuseholder,1171760.482,1873690.667,60609,11,9,61
Street Lights - All/Out,12-01055618,11-Jun-12,14-Jun-12,3600 W ROOSEVELT RD ,Restrung Aerial,1152558.019,1894471.76,60624,24,11,29
Street Lights - All/Out,12-01055630,11-Jun-12,19-Jun-12,6725 N CLARK ST ,Service Street Light Controller,1163801.023,1944820.74,60626,49,24,1
Street Lights - All/Out,12-01056749,11-Jun-12,13-Jun-12,1700 W HURON ST ,Service Street Light Controller,1164941.265,1904741.582,60622,1,13,24
Street Lights - All/Out,12-01056906,11-Jun-12,13-Jun-12,3900 W 82ND PL ,Found Low Voltage - Repaired,1151829.141,1849587.095,60652,18,8,70
Street Lights - All/Out,12-01058484,11-Jun-12,12-Jun-12,751 N FAIRBANKS CT ,Replaced Fixture,1178362.704,1905534.596,60611,42,18,8
Street Lights - All/Out,12-01058552,11-Jun-12,13-Jun-12,432 E 133RD ST ,Grounded Circuit,1181556.692,1816816.77,60827,9,5,54
Street Lights - All/Out,12-01058621,11-Jun-12,18-Jun-12,7300 S STONY ISLAND AVE ,Found Open Cables - Repaired,1188075.921,1856898.214,60649,5,3,43
Street Lights - All/Out,12-01058768,11-Jun-12,12-Jun-12,9300 S STONY ISLAND AVE ,Grounded Circuit,1188414.612,1843627.279,60617,8,4,48
Street Lights - All/Out,12-01060195,11-Jun-12,15-Jun-12,6800 W IRVING PARK RD ,Replaced Starter,1130338.209,1925827.105,60634,38,16,17
Street Lights - All/Out,12-01060833,11-Jun-12,11-Jun-12,7200 S SPRINGFIELD AVE ,Found Open Cables - Repaired,1151612.298,1856572.332,60629,13,8,65
Street Lights - All/Out,12-01061359,11-Jun-12,12-Jun-12,6900 S HARPER AVE ,Found Open in Temp - Repaired,1187574.55,1859543.062,60637,5,3,43
Street Lights - All/Out,12-01061421,11-Jun-12,18-Jun-12,11327 S AVENUE O  ,Grounded Circuit,1200906.066,1830461.389,60617,10,4,52
Street Lights - All/Out,12-01061639,11-Jun-12,12-Jun-12,1000 W GARFIELD BLVD ,Remade Splices,1170581.905,1868352.033,60609,16,9,61
Street Lights - All/Out,12-01061961,11-Jun-12,14-Jun-12,7900 S MANISTEE AVE ,Remade Splices,1195882.82,1853117.357,60617,7,4,46
Street Lights - All/Out,12-01062249,11-Jun-12,13-Jun-12,6000 W ADDISON ST ,Wire Cut - Repaired,1135732.239,1923321.02,60634,38,16,17
Street Lights - All/Out,12-01062511,11-Jun-12,13-Jun-12,5000 S PEORIA ST ,Remade Splices,1171153.994,1871684.515,60609,20,9,61
Street Lights - All/Out,12-01062541,11-Jun-12,12-Jun-12,7200 S EAST END AVE ,Grounded Circuit,1188780.957,1857577.465,60649,8,3,43
Street Lights - All/Out,12-01062557,11-Jun-12,14-Jun-12,1926 N OAK PARK AVE ,Grounded Circuit,1130778.078,1912062.151,60707,36,25,25
Street Lights - All/Out,12-01062561,11-Jun-12,19-Jun-12,3300 W POLK ST ,Found Open in Temp - Repaired,1154495.71,1896178.184,60624,24,11,27
Street Lights - All/Out,12-01062580,11-Jun-12,15-Jun-12,9400 S ADA ST ,Found Open Cables - Repaired,1168979.22,1842421.102,60620,21,22,73
Street Lights - All/Out,12-01062609,11-Jun-12,19-Jun-12,857 N KEELER AVE ,Straighten & Secure Electrical Equipment,1148225.115,1905389.367,60651,37,11,23
Street Lights - All/Out,12-01062640,11-Jun-12,15-Jun-12,2100 N LARAMIE AVE ,Remade Splices,1141378.982,1913475.576,60639,37,25,19
Street Lights - All/Out,12-01062670,11-Jun-12,25-Jun-12,3338 E 117TH ST ,Restrung Aerial,1200296.579,1827988.456,60617,10,4,52
Street Lights - All/Out,12-01062700,11-Jun-12,15-Jun-12,2200 N KARLOV AVE ,Relamped,1148689.824,1914306.964,60639,31,25,20
Street Lights - All/Out,12-01062708,11-Jun-12,15-Jun-12,5800 S UNIVERSITY AVE ,Found Open in Temp - Repaired,1184771.668,1866781.34,60637,5,2,41
Street Lights - All/Out,12-01062729,11-Jun-12,13-Jun-12,3401 W 115TH PL ,Replaced Powerdoor,1155773.757,1827802.97,60655,19,22,74
Street Lights - All/Out,12-01062750,11-Jun-12,14-Jun-12,9300 S WENTWORTH AVE ,Remade Splices,1176584.731,1843280.761,60620,21,6,49
Street Lights - All/Out,12-01062837,12-Jun-12,13-Jun-12,6000 S STONY ISLAND AVE ,Straighten & Secure Electrical Equipment,1187901.743,1865545.29,60637,5,3,42
Street Lights - All/Out,12-01062839,12-Jun-12,19-Jun-12,1200 W HARRISON ST ,Replaced Fixture,1168497.242,1897504.306,60607,2,12,28
Street Lights - All/Out,12-01062962,12-Jun-12,12-Jun-12,1900 S WESTERN AVE ,Grounded Circuit,1160672.341,1890675.891,60608,25,10,31
Street Lights - All/Out,12-01062968,12-Jun-12,12-Jun-12,5800 N WESTERN AVE ,Found Open in Temp - Repaired,1159275.292,1938441.94,60659,40,20,2
Street Lights - All/Out,12-01062983,12-Jun-12,13-Jun-12,12754 S UNION AVE ,Relamped,1173978.733,1820247.798,60628,34,5,53
Street Lights - All/Out,12-01063143,12-Jun-12,13-Jun-12,3600 N NARRAGANSETT AVE ,Found Open in Temp - Repaired,1133065.401,1923264.467,60634,38,16,17
Street Lights - All/Out,12-01063157,12-Jun-12,13-Jun-12,4400 N AUSTIN AVE ,Restrung Aerial,1135557.317,1928633.117,60630,38,16,15
Street Lights - All/Out,12-01063166,12-Jun-12,12-Jun-12,5200 W GRACE ST ,Found Open Cables - Repaired,1141019.606,1924768.586,60641,38,16,15
Street Lights - All/Out,12-01067630,12-Jun-12,14-Jun-12,2246 W HUBBARD ST ,Restrung Aerial,1161350.133,1903039.604,60612,26,13,24
Street Lights - All/Out,12-01069153,12-Jun-12,13-Jun-12,1000 S KEELER AVE ,Replaced Photo Cell,1148535.82,1895442.203,60624,24,11,29
Street Lights - All/Out,12-01069169,12-Jun-12,13-Jun-12,4100 W GRENSHAW ST ,Replaced Fuse,1149225.017,1894723.967,60624,24,11,29
Street Lights - All/Out,12-01069175,12-Jun-12,13-Jun-12,1243 W 80TH ST ,Remade Splices,1169326.154,1851730.689,60620,21,6,71
Street Lights - All/Out,12-01069642,12-Jun-12,18-Jun-12,8400 S DREXEL AVE ,Remade Splices,1183686.239,1849479.261,60619,8,6,44
Street Lights - All/Out,12-01069657,12-Jun-12,18-Jun-12,9800 S MUSKEGON AVE ,Found Open in Temp - Repaired,1196705.737,1840531.983,60617,10,4,51
Street Lights - All/Out,12-01069677,12-Jun-12,15-Jun-12,6200 N LEROY AVE ,Found Open in Temp - Repaired,1140566.477,1940702.945,60646,45,16,12
Street Lights - All/Out,12-01069692,12-Jun-12,15-Jun-12,600 N DRAKE AVE ,Replaced Fixture,1152609.853,1903771.389,60624,27,11,23
Street Lights - All/Out,12-01069693,12-Jun-12,19-Jun-12,6924 W GRAND AVE ,Reset Breaker,1129718.927,1915192.201,60707,36,25,18
Street Lights - All/Out,12-01069694,12-Jun-12,13-Jun-12,7100 S TROY ST ,Remade Splices,1156597.7,1857371.25,60629,18,8,66
Street Lights - All/Out,12-01069723,12-Jun-12,18-Jun-12,9900 S OAKLEY AVE ,Grounded Circuit,1162786.441,1838937.784,60643,19,22,72
Street Lights - All/Out,12-01069779,12-Jun-12,15-Jun-12,7746 W BELMONT AVE ,Reset Breaker,1123795.553,1920363.721,60634,36,16,17
Street Lights - All/Out,12-01069783,12-Jun-12,18-Jun-12,9045 S ABBOTT AVE ,Remade Com Ed Connection,1176401.817,1844786.932,60620,21,6,49
Street Lights - All/Out,12-01069792,12-Jun-12,15-Jun-12,7100 S SPRINGFIELD AVE ,Straighten & Secure Electrical Equipment,1151591.234,1857235.633,60629,13,8,65
Street Lights - All/Out,12-01069863,12-Jun-12,14-Jun-12,7700 S DAMEN AVE ,Reset Breaker,1164362.301,1853594.071,60620,18,6,71
Street Lights - All/Out,12-01069927,13-Jun-12,18-Jun-12,6600 S STONY ISLAND AVE ,Grounded Circuit,1188019.844,1861549.514,60637,5,3,42
Street Lights - All/Out,12-01071583,13-Jun-12,13-Jun-12,1800 W HURON ST ,Found Open Cables - Repaired,1164275.554,1904720.802,60622,1,13,24
Street Lights - All/Out,12-01071843,13-Jun-12,14-Jun-12,2700 W HADDON AVE ,Service Street Light Controller,1158188.839,1907532.711,60622,26,13,24
Street Lights - All/Out,12-01076398,13-Jun-12,19-Jun-12,900 W WINDSOR AVE ,Relamped,1169444.74,1930384.157,60640,46,19,3
Street Lights - All/Out,12-01076527,13-Jun-12,18-Jun-12,8800 S EUCLID AVE ,Replaced Starter,1190711.845,1847011.108,60617,8,4,48
Street Lights - All/Out,12-01076767,13-Jun-12,19-Jun-12,6053 N NAVARRE AVE ,Remade Com Ed Connection,1130765.016,1939814.667,60631,41,16,10
Street Lights - All/Out,12-01076787,13-Jun-12,20-Jun-12,11200 S EWING AVE ,Grounded Circuit,1202215.156,1831309.187,60617,10,4,52
Street Lights - All/Out,12-01076793,13-Jun-12,15-Jun-12,1400 W HARRISON ST ,Straighten & Secure Electrical Equipment,1167143.992,1897465.161,60607,2,12,28
Street Lights - All/Out,12-01076870,13-Jun-12,19-Jun-12,3158 W ROOSEVELT RD ,Replaced Circuit Breaker,1155424.016,1894538.411,60612,24,11,29
Street Lights - All/Out,12-01076876,13-Jun-12,18-Jun-12,3100 W LAKE ST ,Remade Splices,1155688.468,1901024.7,60612,27,13,27
Street Lights - All/Out,12-01076896,13-Jun-12,15-Jun-12,2300 S MARSHALL BLVD ,Remade Splices,1157064.116,1888579.778,60623,12,10,30
Street Lights - All/Out,12-01076919,13-Jun-12,18-Jun-12,1198 E 43RD ST ,Replaced Fuse,1185016.9,1876738.81,60653,4,2,36
Street Lights - All/Out,12-01076948,13-Jun-12,15-Jun-12,4753 S LARAMIE AVE ,Replaced Fuse,1142494.044,1872622.963,60638,23,8,56
Street Lights - All/Out,12-01076952,13-Jun-12,15-Jun-12,4745 S VINCENNES AVE ,Remade Splices,1180399.001,1873664.645,60615,3,2,38
Street Lights - All/Out,12-01076981,14-Jun-12,19-Jun-12,2700 W ROOSEVELT RD ,Replaced Starter,1158547.909,1894605.727,60608,28,11,29
Street Lights - All/Out,12-01077003,14-Jun-12,15-Jun-12,3300 N LEAVITT ST ,Replaced Fuse,1161113.541,1921882.642,60618,32,19,5
Street Lights - All/Out,12-01077005,14-Jun-12,15-Jun-12,2000 N HALSTED ST ,Remade Splices,1170632.765,1913518.72,60614,43,18,7
Street Lights - All/Out,12-01077187,14-Jun-12,15-Jun-12,10445 S MICHIGAN AVE ,Replaced Fixture,1178874.862,1835599.28,60628,9,5,49
Street Lights - All/Out,12-01077794,14-Jun-12,15-Jun-12,5749 N FAIRFIELD AVE ,Found Open Cables - Repaired,1156923.958,1938087.178,60659,40,20,2
Street Lights - All/Out,12-01078048,14-Jun-12,19-Jun-12,3100 N CALIFORNIA AVE ,Replaced Circuit Breaker,1157172.463,1920480.82,60618,33,14,21
Street Lights - All/Out,12-01079690,14-Jun-12,18-Jun-12,6300 S CORNELL DR ,Restrung Aerial,1188469.969,1863540.096,60637,5,3,42
Street Lights - All/Out,12-01081894,14-Jun-12,19-Jun-12,5701 N CUMBERLAND AVE ,Replaced Remote,1119310.574,1936622.457,60631,41,16,10
Street Lights - All/Out,12-01083400,14-Jun-12,20-Jun-12,1400 N AVERS AVE ,Replaced Circuit Breaker,1150455.04,1909041.264,60651,30,25,23
Street Lights - All/Out,12-01083733,14-Jun-12,16-Jun-12,12431 S NORMAL AVE ,Replaced Fuse,1175221.714,1822470.519,60628,34,5,53
Street Lights - All/Out,12-01083773,14-Jun-12,17-Jun-12,1015 N MASON AVE ,Replaced Fuse,1136513.16,1906154.066,60651,29,15,25
Street Lights - All/Out,12-01083788,14-Jun-12,16-Jun-12,7639 S ST LAWRENCE AVE ,Found Open in Temp - Repaired,1181557.497,1854488.553,60619,6,6,69
Street Lights - All/Out,12-01083810,14-Jun-12,20-Jun-12,2200 N TALMAN AVE ,Replaced Relay,1158328.331,1914743.951,60647,1,14,22
Street Lights - All/Out,12-01083815,14-Jun-12,18-Jun-12,6931 S WOLCOTT AVE ,Replaced Fixture,1164883.855,1858708.931,60636,17,7,67
Street Lights - All/Out,12-01083821,14-Jun-12,18-Jun-12,9100 S GREENWOOD AVE ,Grounded Circuit,1185136.797,1844865.253,60619,8,4,47
Street Lights - All/Out,12-01083832,14-Jun-12,19-Jun-12,1700 W ALBION AVE ,Relamped,1163876.582,1943900.279,60626,40,24,1
Street Lights - All/Out,12-01083834,14-Jun-12,15-Jun-12,12600 S AVENUE O  ,Reset Breaker,1201204.711,1821923.449,60633,10,4,55
Street Lights - All/Out,12-01083840,14-Jun-12,21-Jun-12,2800 N CALIFORNIA AVE ,Relamped,1157229.595,1918486.817,60618,35,14,21
Street Lights - All/Out,12-01083849,14-Jun-12,18-Jun-12,2006 N SPAULDING AVE ,Replaced Circuit Breaker,1153823.339,1913132.376,60647,35,14,22
Street Lights - All/Out,12-01083897,14-Jun-12,18-Jun-12,8000 S ELIZABETH ST ,Restrung Aerial,1169380.454,1851732.089,60620,21,6,71
Street Lights - All/Out,12-01083924,14-Jun-12,22-Jun-12,751 N FAIRBANKS CT ,Replaced Powerdoor,1178362.704,1905534.596,60611,42,18,8
Street Lights - All/Out,12-01083938,14-Jun-12,18-Jun-12,54 W 83RD ST ,Replaced Starter,1177275.288,1849962.82,60620,21,6,44
Street Lights - All/Out,12-01083968,14-Jun-12,18-Jun-12,7500 S DAMEN AVE ,Replaced Starter,1164323.447,1854972.422,60620,18,6,71
