Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Alley Light Out,12-01882533,12-Nov-12,29-Nov-12,3800 S SACRAMENTO AVE ,Replaced Fuse,1156991.598,1879279.38,60632,12,9,58
Alley Light Out,12-01882540,12-Nov-12,29-Nov-12,6233 S NEWLAND AVE ,Replaced Fixture,1130952.31,1862166.6,60638,23,8,64
Alley Light Out,12-01882805,12-Nov-12,13-Nov-12,3112 W SHERWIN AVE ,Remade Com Ed Connection,1154468.433,1948544.694,60645,50,24,2
Alley Light Out,12-01883148,12-Nov-12,12-Dec-12,8447 S DAMEN AVE ,Relamped,1164493.419,1848632.781,60620,18,6,71
Alley Light Out,12-01883254,12-Nov-12,20-Nov-12,6533 N TAHOMA AVE ,Remade Com Ed Connection,1138902.129,1942905.759,60646,41,16,12
Alley Light Out,12-01883350,12-Nov-12,4-Dec-12,7528 S CALUMET AVE ,Remade Com Ed Connection,1179779.392,1855170.663,60619,6,6,69
Alley Light Out,12-01883674,12-Nov-12,29-Nov-12,4342 S SACRAMENTO AVE ,Replaced Fuseholder,1157083.73,1875704.408,60632,14,9,58
Alley Light Out,12-01883821,12-Nov-12,29-Nov-12,523 S MILLARD AVE ,Replaced Fixture,1152132.22,1897460.358,60624,28,11,27
Alley Light Out,12-01883920,12-Nov-12,14-Dec-12,325 S MOZART ST ,Remade Com Ed Connection,1157435.999,1898430.115,60612,2,11,27
Alley Light Out,12-01883929,12-Nov-12,14-Dec-12,6921 S VERNON AVE ,Replaced Fuseholder,1180443.58,1859226.353,60637,6,3,69
Alley Light Out,12-01884142,12-Nov-12,6-Dec-12,7843 S WOOD ST ,Remade Com Ed Connection,1165712.501,1852674.618,60620,17,6,71
Alley Light Out,12-01884229,12-Nov-12,26-Nov-12,5712 S HONORE ST ,Replaced Photo Cell,1164994.538,1866798.226,60636,15,7,67
Alley Light Out,12-01884335,12-Nov-12,15-Nov-12,6432 N CALIFORNIA AVE ,Replaced Fixture,1156495.976,1942553.594,60645,50,24,2
Alley Light Out,12-01884339,12-Nov-12,15-Nov-12,6452 N CALIFORNIA AVE ,Replaced Fuseholder,1156491.976,1942687.986,60645,50,24,2
Alley Light Out,12-01884344,12-Nov-12,20-Nov-12,2819 W ALBION AVE ,Relamped,1156262.262,1943659.572,60645,50,24,2
Alley Light Out,12-01884348,12-Nov-12,20-Nov-12,6238 N SACRAMENTO AVE ,Relamped,1155217.592,1941247.388,60659,50,24,2
Alley Light Out,12-01884494,12-Nov-12,19-Dec-12,4831 S LAWLER AVE ,Relamped,1143507.593,1872127,60638,23,8,56
Alley Light Out,12-01884544,13-Nov-12,13-Dec-12,11228 S UNION AVE ,Remade Com Ed Connection,1173650.576,1830409.713,60628,34,22,49
Alley Light Out,12-01884684,13-Nov-12,13-Nov-12,4826 N NEW ENGLAND AVE ,Replaced Photo Cell,1129584.35,1931733.703,60656,41,16,10
Alley Light Out,12-01884723,13-Nov-12,27-Nov-12,3145 N NEW ENGLAND AVE ,Replaced Powerdoor,1129873.651,1920136.181,60634,36,25,18
Alley Light Out,12-01884939,13-Nov-12,13-Nov-12,1501 W HIGHLAND AVE ,Replaced Powerdoor,1165147.558,1942304.932,60660,40,24,77
Alley Light Out,12-01885297,13-Nov-12,29-Nov-12,4415 S SAWYER AVE ,Replaced Fuse,1155433.52,1875119.507,60632,14,8,58
Alley Light Out,12-01885784,13-Nov-12,12-Dec-12,1152 W 111TH ST ,Replaced Fixture,1170620.973,1831186.877,60643,34,22,75
Alley Light Out,12-01886171,13-Nov-12,11-Dec-12,9900 S GREEN ST ,Replaced Fixture,1172391.94,1839200.824,60643,34,22,73
Alley Light Out,12-01886262,13-Nov-12,15-Nov-12,5951 N NAVARRE AVE ,Replaced Photo Cell,1131572.576,1939218.507,60631,41,16,10
Alley Light Out,12-01886271,13-Nov-12,18-Dec-12,2749 W CHICAGO AVE ,Replaced Fixture,1157835.81,1905212.295,60622,26,13,24
Alley Light Out,12-01886881,13-Nov-12,12-Dec-12,13307 S BRANDON AVE ,Replaced Photo Cell,1199438.123,1817328.578,60633,10,4,55
Alley Light Out,12-01886929,13-Nov-12,29-Nov-12,2300 W MEDILL AVE ,Relamped,1160634.85,1915624.701,60647,32,14,22
Alley Light Out,12-01887075,13-Nov-12,29-Nov-12,2860 W CERMAK RD ,Remade Com Ed Connection,1157436.384,1889253.392,60623,12,10,30
Alley Light Out,12-01887755,13-Nov-12,26-Nov-12,2524 N LARAMIE AVE ,Replaced Fixture,1141291.006,1916413.182,60639,31,25,19
Alley Light Out,12-01887768,13-Nov-12,11-Dec-12,7548 S CHAPPEL AVE ,Replaced Photo Cell,1191182.979,1855321.827,60649,8,4,43
Alley Light Out,12-01888301,13-Nov-12,8-Jan-13,6336 S KOLIN AVE ,Replaced Fixture,1148462.061,1862230.502,60629,13,8,65
Alley Light Out,12-01888349,13-Nov-12,5-Dec-12,3832 W 56TH ST ,Relamped,1151777.659,1867196.923,60629,13,8,62
Alley Light Out,12-01888361,13-Nov-12,3-Dec-12,6327 S KARLOV AVE ,Replaced Fuse,1150124.258,1862328.278,60629,13,8,65
Alley Light Out,12-01888461,13-Nov-12,20-Nov-12,6232 N TROY ST ,Replaced Fixture,1154229.81,1941183.41,60659,50,24,2
Alley Light Out,12-01888770,13-Nov-12,29-Nov-12,2849 W MEDILL AVE ,Replaced Fixture,1156867.465,1915472.23,60647,35,14,22
Alley Light Out,12-01889170,13-Nov-12,18-Dec-12,1654 N FRANCISCO AVE ,Relamped,1156877.434,1910930.533,60647,35,14,24
Alley Light Out,12-01889708,13-Nov-12,19-Dec-12,4539 S KEDVALE AVE ,Remade Com Ed Connection,1149447.604,1874215.564,60632,14,8,57
Alley Light Out,12-01889725,13-Nov-12,15-Nov-12,2929 W JARVIS AVE ,Replaced Photo Cell,1155621.658,1948917.638,60645,50,24,2
Alley Light Out,12-01889753,13-Nov-12,5-Dec-12,5712 S WOOD ST ,Remade Com Ed Connection,1165324.574,1866806.372,60636,15,7,67
Alley Light Out,12-01889824,13-Nov-12,14-Nov-12,3722 W FULLERTON AVE ,Replaced Fixture,1151059.465,1915696.272,60647,35,25,22
Alley Light Out,12-01889874,13-Nov-12,20-Nov-12,1200 N CENTRAL AVE ,Relamped,1138788.984,1907442.678,60651,29,25,25
Alley Light Out,12-01889936,13-Nov-12,16-Nov-12,2950 N LINCOLN AVE ,Replaced Fixture,1167133.015,1919379.173,60657,32,19,6
Alley Light Out,12-01889980,13-Nov-12,29-Nov-12,6409 S GREENWOOD AVE ,Replaced Fuse,1184502.408,1862726.376,60637,20,3,42
Alley Light Out,12-01890032,13-Nov-12,28-Nov-12,5527 W CRYSTAL ST ,Remade Com Ed Connection,1139139.966,1907779.437,60651,37,25,25
Alley Light Out,12-01890059,13-Nov-12,12-Dec-12,7126 S FAIRFIELD AVE ,Replaced Photo Cell,1159272.42,1857274.571,60629,18,8,66
Alley Light Out,12-01890137,13-Nov-12,28-Nov-12,2548 N NORMANDY AVE ,Relamped,1131321.995,1916208.03,60707,36,25,18
Alley Light Out,12-01890143,13-Nov-12,14-Nov-12,1734 W TOUHY AVE ,Replaced Fixture,1163524.196,1947891.433,60626,49,24,1
Alley Light Out,12-01890210,13-Nov-12,19-Dec-12,5545 W JACKSON BLVD ,Remade Com Ed Connection,1139554.195,1898122.602,60644,29,15,25
Alley Light Out,12-01890212,13-Nov-12,27-Nov-12,3615 N SPRINGFIELD AVE ,Replaced Powerdoor,1149751.357,1923747.734,60618,30,17,16
Alley Light Out,12-01890453,14-Nov-12,29-Nov-12,3825 W VAN BUREN ST ,Replaced Powerdoor,1150971.722,1897751.94,60624,24,11,26
Alley Light Out,12-01890467,14-Nov-12,15-Nov-12,7547 W MYRTLE AVE ,Remade Com Ed Connection,1125121.655,1940645.893,60631,41,16,10
Alley Light Out,12-01890529,14-Nov-12,3-Dec-12,454 E 66TH ST ,Replaced Fixture,1180489.336,1861354.681,60637,20,3,42
Alley Light Out,12-01890784,14-Nov-12,15-Nov-12,5229 N NEWLAND AVE ,Relamped,1129336.486,1934433.78,60656,41,16,10
Alley Light Out,12-01890794,14-Nov-12,2-Jan-13,1628 W CERMAK RD ,Replaced Fixture,1165861.733,1889479.741,60608,25,12,31
Alley Light Out,12-01891049,14-Nov-12,29-Nov-12,4731 W BERENICE AVE ,Relamped,1144162.614,1925170.85,60641,38,17,15
Alley Light Out,12-01891487,14-Nov-12,29-Nov-12,4750 W JACKSON BLVD ,Relamped,1145101.743,1898277.158,60644,28,11,25
Alley Light Out,12-01891586,14-Nov-12,6-Dec-12,7800 S WOOD ST ,Replaced Powerdoor,1165704.801,1852963.018,60620,17,6,71
Alley Light Out,12-01891705,14-Nov-12,23-Nov-12,9442 S VANDERPOEL AVE ,Relamped,1166349.98,1841980.82,60643,19,22,72
Alley Light Out,12-01892109,14-Nov-12,29-Nov-12,555 N HARDING AVE ,Remade Com Ed Connection,1149958.376,1903418.613,60624,27,11,23
Alley Light Out,12-01892614,14-Nov-12,10-Dec-12,637 N WALLER AVE ,Replaced Fixture,1138216.902,1903763.532,60644,29,15,25
Alley Light Out,12-01892694,14-Nov-12,5-Dec-12,7201 S KEDZIE AVE ,Replaced Fuse,1156284.104,1856690.149,60629,18,8,66
Alley Light Out,12-01892858,14-Nov-12,29-Nov-12,1333 W FILLMORE ST ,Replaced Photo Cell,1167650.576,1895418.55,60607,2,12,28
Alley Light Out,12-01892941,14-Nov-12,15-Nov-12,10414 S DR MARTIN LUTHER KING JR DR ,Relamped,1180752.803,1835998.744,60628,9,5,49
Alley Light Out,12-01893076,14-Nov-12,5-Dec-12,4439 S WASHTENAW AVE ,Replaced Fuse,1159109.178,1875120.713,60632,12,9,58
Alley Light Out,12-01893256,14-Nov-12,3-Dec-12,6600 S KOMENSKY AVE ,Relamped,1150505.519,1860525.417,60629,13,8,65
Alley Light Out,12-01893261,14-Nov-12,19-Dec-12,4828 S SPRINGFIELD AVE ,Replaced Fuse,1151182.268,1872328.769,60632,14,8,57
Alley Light Out,12-01893271,14-Nov-12,16-Nov-12,1078 N HERMITAGE AVE ,Replaced Fixture,1164524.79,1907467.563,60622,1,13,24
Alley Light Out,12-01893321,14-Nov-12,29-Nov-12,731 N RIDGEWAY AVE ,Replaced Fixture,1151255.825,1904619.947,60624,27,11,23
Alley Light Out,12-01893384,14-Nov-12,6-Dec-12,12124 S EMERALD AVE ,Remade Com Ed Connection,1173504.03,1824467.629,60628,34,5,53
Alley Light Out,12-01893390,14-Nov-12,6-Dec-12,12144 S EMERALD AVE ,Replaced Fixture,1173510.23,1824333.529,60628,34,5,53
Alley Light Out,12-01893868,14-Nov-12,27-Nov-12,7148 W MEDILL AVE ,Replaced Powerdoor,1128205.385,1914722.48,60707,36,25,25
Alley Light Out,12-01893903,14-Nov-12,19-Nov-12,4900 N GLENWOOD AVE ,Relamped,1166072.56,1933005.09,60640,46,20,3
Alley Light Out,12-01894018,14-Nov-12,19-Nov-12,4920 N GLENWOOD AVE ,Replaced Fixture,1166073.66,1933067.49,60640,46,20,3
Alley Light Out,12-01894127,14-Nov-12,5-Dec-12,7000 S LAFLIN ST ,Replaced Photo Cell,1167544.224,1858316.001,60636,17,7,67
Alley Light Out,12-01894239,14-Nov-12,5-Dec-12,1125 W 107TH PL ,Replaced Fixture,1170635.191,1833509.897,60643,34,22,75
Alley Light Out,12-01894474,14-Nov-12,23-Nov-12,1520 W SUNNYSIDE AVE ,Replaced Fixture,1165181.031,1929965.731,60640,47,19,3
Alley Light Out,12-01894727,14-Nov-12,29-Nov-12,1710 N ARTESIAN AVE ,Replaced Fixture,1159766.775,1911332.938,60647,1,14,24
Alley Light Out,12-01894738,14-Nov-12,29-Nov-12,1547 S ST LOUIS AVE ,Replaced Fuse,1153289.032,1892170.965,60623,24,10,29
Alley Light Out,12-01894760,14-Nov-12,12-Dec-12,10418 S VERNON AVE ,Replaced Powerdoor,1181086.936,1835981.387,60628,9,5,49
Alley Light Out,12-01894771,14-Nov-12,29-Nov-12,1100 S FRANCISCO AVE ,Replaced Fuseholder,1157190.124,1895240.286,60612,28,11,29
Alley Light Out,12-01894829,14-Nov-12,29-Nov-12,1711 S MORGAN ST ,Remade Com Ed Connection,1170150.066,1891903.739,60608,25,12,31
Alley Light Out,12-01894851,14-Nov-12,15-Nov-12,5915 N NINA AVE ,Replaced Fixture,1128591.127,1938829.224,60631,41,16,10
Alley Light Out,12-01894950,14-Nov-12,18-Dec-12,5914 S ABERDEEN ST ,Replaced Photo Cell,1169993.932,1865586.249,60621,16,7,68
Alley Light Out,12-01894982,14-Nov-12,11-Dec-12,8234 S CLYDE AVE ,Replaced Fuseholder,1191619.691,1850787.956,60617,8,4,46
Alley Light Out,12-01895019,14-Nov-12,27-Nov-12,3610 N HARDING AVE ,Replaced Fuseholder,1149472.54,1923701.754,60618,30,17,16
Alley Light Out,12-01895225,14-Nov-12,15-Nov-12,5696 N NORTHWEST HWY ,Remade Com Ed Connection,1132963.1,1937671.521,60646,45,16,10
Alley Light Out,12-01895338,14-Nov-12,29-Nov-12,6046 N FRANCISCO AVE ,Replaced Photo Cell,1155918.28,1940029.97,60659,50,24,2
Alley Light Out,12-01895344,14-Nov-12,15-Nov-12,6227 N MOZART ST ,Replaced Photo Cell,1156210.381,1941203.62,60659,50,24,2
Alley Light Out,12-01895407,14-Nov-12,5-Dec-12,6144 S GREENWOOD AVE ,Relamped,1184389.02,1864486.516,60637,20,3,42
Alley Light Out,12-01896049,15-Nov-12,5-Dec-12,3839 W 60TH PL ,Relamped,1151813.501,1864211.445,60629,13,8,65
Alley Light Out,12-01896153,15-Nov-12,25-Jan-13,18 W HUBBARD ST ,Remade Com Ed Connection,1176124.363,1903313.981,60654,42,18,8
Alley Light Out,12-01896799,15-Nov-12,3-Dec-12,3815 S MAPLEWOOD AVE ,Replaced Photo Cell,1159846.756,1879350.243,60632,12,9,58
Alley Light Out,12-01897186,15-Nov-12,3-Dec-12,2524 S HOMAN AVE ,Replaced Fuse,1154103.014,1887024.236,60623,22,10,30
Alley Light Out,12-01897612,15-Nov-12,4-Jan-13,736 E 89TH PL ,Replaced Fuseholder,1182706.638,1845793.842,60619,6,6,44
Alley Light Out,12-01898179,15-Nov-12,29-Nov-12,2526 W SHAKESPEARE AVE ,Replaced Powerdoor,1159381.565,1914386.33,60647,1,14,22
Alley Light Out,12-01898182,15-Nov-12,29-Nov-12,219 W 23RD PL ,Remade Com Ed Connection,1175196.145,1888730.33,60616,25,9,34
Alley Light Out,12-01898184,15-Nov-12,4-Jan-13,7431 S INDIANA AVE ,Replaced Fixture,1178884.653,1855786.264,60619,6,3,69
Alley Light Out,12-01898435,15-Nov-12,21-Nov-12,11521 S WALLACE ST ,Replaced Fuseholder,1174374.386,1828401.383,60628,34,5,53
Alley Light Out,12-01899481,15-Nov-12,11-Dec-12,3741 W 82ND PL ,Replaced Fixture,1152883.264,1849617.464,60652,18,8,70
Alley Light Out,12-01899849,15-Nov-12,12-Dec-12,11601 S AVENUE H  ,Replaced Powerdoor,1202904.716,1828657.796,60617,10,4,52
Alley Light Out,12-01899900,15-Nov-12,28-Nov-12,5055 W OAKDALE AVE ,Remade Com Ed Connection,1142161.091,1919141.927,60641,31,25,19
Alley Light Out,12-01899990,15-Nov-12,3-Dec-12,3631 S MAPLEWOOD AVE ,Replaced Powerdoor,1159953.732,1880528.42,60632,12,9,58
Alley Light Out,12-01900037,15-Nov-12,20-Nov-12,5872 N KILBOURN AVE ,Replaced Powerdoor,1145359.461,1938537.585,60646,39,17,12
Alley Light Out,12-01900047,15-Nov-12,29-Nov-12,5712 N DRAKE AVE ,Replaced Fixture,1151685.025,1937724.243,60659,39,17,13
Alley Light Out,12-01900107,15-Nov-12,5-Dec-12,7810 S MARQUETTE AVE ,Relamped,1195677.407,1853705.256,60649,7,4,43
Alley Light Out,12-01900131,15-Nov-12,12-Dec-12,12901 S MUSKEGON AVE ,Replaced Powerdoor,1197090.791,1820020.112,60633,10,4,55
Alley Light Out,12-01900284,15-Nov-12,29-Nov-12,2217 W 21ST PL ,Replaced Fixture,1161919.244,1889702.262,60608,25,12,31
Alley Light Out,12-01900317,15-Nov-12,18-Dec-12,1449 W AUGUSTA BLVD ,Relamped,1166547.147,1906776.414,60642,27,13,24
Alley Light Out,12-01900382,15-Nov-12,13-Dec-12,1032 N HAMLIN AVE ,Replaced Fixture,1150861.265,1906617.737,60651,27,11,23
Alley Light Out,12-01900481,15-Nov-12,14-Dec-12,3150 W FRANKLIN BLVD ,Replaced Fixture,1155625.41,1903170.654,60612,27,13,23
Alley Light Out,12-01900552,15-Nov-12,5-Dec-12,4357 S WASHTENAW AVE ,Remade Com Ed Connection,1159093.278,1875661.813,60632,12,9,58
Alley Light Out,12-01900562,16-Nov-12,16-Nov-12,10449 S EBERHART AVE ,Replaced Fuseholder,1181426.531,1835782.376,60628,9,5,49
Alley Light Out,12-01900571,16-Nov-12,7-Dec-12,7225 S MERRILL AVE ,Replaced Fuse,1191809.044,1857369.68,60649,5,3,43
Alley Light Out,12-01901509,16-Nov-12,27-Nov-12,2720 N SHEFFIELD AVE ,Relamped,1169152.532,1918248.47,60614,32,19,7
Alley Light Out,12-01901553,16-Nov-12,4-Jan-13,2031 W 68TH PL ,Replaced Fixture,1163999.966,1859229.1,60636,17,7,67
Alley Light Out,12-01902073,16-Nov-12,12-Dec-12,7812 S HOYNE AVE ,Replaced Photo Cell,1163720.062,1852834.644,60620,18,6,71
Alley Light Out,12-01902359,16-Nov-12,29-Nov-12,3824 N RACINE AVE ,Remade Com Ed Connection,1167607.06,1925610.744,60613,44,19,6
Alley Light Out,12-01902452,16-Nov-12,20-Nov-12,1812 N OAK PARK AVE ,Replaced Powerdoor,1130800.263,1911304.179,60707,36,25,25
Alley Light Out,12-01902743,16-Nov-12,27-Nov-12,10549 S CHURCH ST ,Replaced Fuse,1168150.362,1834686.17,60643,19,22,72
Alley Light Out,12-01902953,16-Nov-12,28-Nov-12,6337 W EDDY ST ,Replaced Fixture,1133496.892,1922940.379,60634,36,16,17
Alley Light Out,12-01903058,16-Nov-12,21-Nov-12,1027 W 20TH PL ,Remade Com Ed Connection,1169889.37,1890332.16,60608,25,12,31
Alley Light Out,12-01903608,16-Nov-12,27-Nov-12,3125 N NORDICA AVE ,Relamped,1128662.348,1920032.456,60634,36,25,18
Alley Light Out,12-01904553,16-Nov-12,19-Nov-12,5347 N LUDLAM AVE ,Relamped,1139306.708,1935239.226,60630,45,16,11
Alley Light Out,12-01904573,16-Nov-12,28-Nov-12,2615 N NARRAGANSETT AVE ,Replaced Powerdoor,1133301.703,1916689.1,60639,29,25,19
Alley Light Out,12-01904673,16-Nov-12,18-Dec-12,9023 S BRANDON AVE ,Replaced Powerdoor,1198892.566,1845709.007,60617,10,4,46
Alley Light Out,12-01904778,16-Nov-12,18-Dec-12,6144 S CARPENTER ST ,Replaced Photo Cell,1170366.462,1864065.535,60621,16,7,68
Alley Light Out,12-01905058,17-Nov-12,29-Nov-12,1443 E 69TH ST ,Replaced Fixture,1187158.065,1859532.783,60637,5,3,43
Alley Light Out,12-01905059,17-Nov-12,29-Nov-12,1455 E 69TH ST ,Remade Com Ed Connection,1187247.365,1859534.983,60637,5,3,43
Alley Light Out,12-01905166,17-Nov-12,19-Nov-12,2019 W RASCHER AVE ,Replaced Powerdoor,1161885.11,1936189.1,60625,40,20,4
Alley Light Out,12-01905414,17-Nov-12,29-Nov-12,2164 N MARMORA AVE ,Replaced Fixture,1136713.766,1913696.612,60639,29,25,19
Alley Light Out,12-01905733,17-Nov-12,17-Dec-12,3713 W CERMAK RD ,Replaced Refractor,1151917.315,1889124.592,60623,22,10,30
Alley Light Out,12-01905770,17-Nov-12,20-Nov-12,6633 N OKETO AVE ,Replaced Fuse,1126099.43,1943441.39,60631,41,16,9
Alley Light Out,12-01905845,17-Nov-12,19-Nov-12,4911 N PULASKI RD ,Replaced Fixture,1148840.671,1932336.172,60630,39,17,14
Alley Light Out,12-01905980,17-Nov-12,3-Dec-12,7528 S RIDGELAND AVE ,Remade Com Ed Connection,1189175.35,1855407.102,60649,8,4,43
Alley Light Out,12-01906007,17-Nov-12,5-Dec-12,2508 W PERSHING RD ,Remade Com Ed Connection,1160284.522,1878725.812,60632,12,9,58
Alley Light Out,12-01906018,17-Nov-12,6-Dec-12,8158 S JUSTINE ST ,Remade Com Ed Connection,1167423.568,1850626.515,60620,21,6,71
Alley Light Out,12-01906073,17-Nov-12,28-Nov-12,6200 W PATTERSON AVE ,Relamped,1134395.344,1923624.869,60634,38,16,17
Alley Light Out,12-01906151,17-Nov-12,19-Nov-12,5473 N SAYRE AVE ,Relamped,1128944.978,1935938.324,60656,41,16,10
Alley Light Out,12-01906531,18-Nov-12,28-Nov-12,6217 S CARPENTER ST ,Remade Com Ed Connection,1170379.363,1863581.601,60621,16,7,68
Alley Light Out,12-01907172,18-Nov-12,12-Dec-12,3546 W COLUMBUS AVE ,Relamped,1154149.089,1849961.314,60652,18,8,70
Alley Light Out,12-01907189,18-Nov-12,5-Dec-12,1500 W 69TH ST ,Replaced Fuse,1167525.685,1858979.483,60636,17,7,67
Alley Light Out,12-01907228,18-Nov-12,21-Nov-12,3426 N RUTHERFORD AVE ,Replaced Fixture,1130805.983,1922031.516,60634,36,16,17
Alley Light Out,12-01907268,18-Nov-12,23-Nov-12,9736 S HAMILTON AVE ,Remade Com Ed Connection,1163745.109,1840051.154,60643,19,22,72
Alley Light Out,12-01907370,18-Nov-12,13-Dec-12,10410 S WENTWORTH AVE ,Replaced Photo Cell,1176792.364,1835883.577,60628,34,5,49
Alley Light Out,12-01907526,19-Nov-12,29-Nov-12,4434 S CALIFORNIA AVE ,Replaced Fuse,1158441.04,1875135.148,60632,12,9,58
Alley Light Out,12-01907690,19-Nov-12,8-Jan-13,8551 S BURLEY AVE ,Replaced Fixture,1199296.075,1848890.992,60617,10,4,46
Alley Light Out,12-01907785,19-Nov-12,26-Nov-12,5747 W SCHOOL ST ,Replaced Fuseholder,1137474.213,1921358.815,60634,38,16,15
Alley Light Out,12-01907929,19-Nov-12,27-Nov-12,2520 N SHEFFIELD AVE ,Replaced Fixture,1169194.382,1917012.48,60614,43,19,7
Alley Light Out,12-01908175,19-Nov-12,23-Nov-12,1103 W CHESTNUT ST ,Replaced Fixture,1168826.85,1906288.741,60642,27,13,24
Alley Light Out,12-01908454,19-Nov-12,26-Nov-12,6001 N LAWNDALE AVE ,Replaced Fixture,1150618.49,1939630.502,60659,50,17,13
Alley Light Out,12-01908745,19-Nov-12,8-Jan-13,9248 S MICHIGAN AVE ,Remade Com Ed Connection,1178776.989,1843689.111,60619,6,6,49
Alley Light Out,12-01908865,19-Nov-12,18-Dec-12,8548 S ABERDEEN ST ,Replaced Photo Cell,1170477.749,1848121.79,60620,21,6,71
Alley Light Out,12-01909200,19-Nov-12,20-Dec-12,13300 S AVENUE L  ,Remade Com Ed Connection,1202078.517,1817394.569,60633,10,4,55
Alley Light Out,12-01909209,19-Nov-12,29-Nov-12,7946 S ESSEX AVE ,Replaced Fixture,1194235.311,1852770.82,60617,7,4,46
Alley Light Out,12-01909245,19-Nov-12,7-Dec-12,8509 S MAY ST ,Remade Com Ed Connection,1170138.374,1848374.729,60620,21,6,71
Alley Light Out,12-01909313,19-Nov-12,29-Nov-12,2028 N POINT ST ,Replaced Photo Cell,1157997.8,1913387.748,60647,1,14,22
Alley Light Out,12-01909569,19-Nov-12,29-Nov-12,4531 S ARCHER AVE ,Relamped,1154429.332,1874379.348,60632,14,8,58
Alley Light Out,12-01909848,19-Nov-12,29-Nov-12,2130 N SHEFFIELD AVE ,Relamped,1169282.379,1914343.715,60614,32,18,7
Alley Light Out,12-01910061,19-Nov-12,21-Nov-12,1327 N RIDGEWAY AVE ,Replaced Fixture,1151130.85,1908575.65,60651,26,25,23
Alley Light Out,12-01910296,19-Nov-12,23-Nov-12,5317 N RAVENSWOOD AVE ,Replaced Fixture,1163409.86,1935234.19,60640,40,20,77
Alley Light Out,12-01910334,19-Nov-12,23-Nov-12,2156 W 95TH ST ,Replaced Fixture,1163573.5,1841615.879,60643,19,22,72
Alley Light Out,12-01910359,19-Nov-12,3-Dec-12,2439 W 24TH ST ,Replaced Fuseholder,1160505.221,1888006.216,60608,25,10,31
Alley Light Out,12-01910551,19-Nov-12,13-Dec-12,825 N AVERS AVE ,Replaced Fixture,1150572.984,1905234.259,60651,27,11,23
Alley Light Out,12-01910636,19-Nov-12,26-Nov-12,11128 S WESTERN AVE ,Replaced Fixture,1162382.632,1830645.15,60643,19,22,75
Alley Light Out,12-01910679,19-Nov-12,29-Nov-12,2010 N CLIFTON AVE ,Relamped,1168316.92,1913520.824,60614,43,18,7
Alley Light Out,12-01910688,19-Nov-12,18-Dec-12,5754 S SACRAMENTO AVE ,Replaced Fuse,1157362.126,1866330.982,60629,14,8,63
Alley Light Out,12-01911028,19-Nov-12,3-Dec-12,2825 S AVERS AVE ,Replaced Fuseholder,1151167.651,1884939.491,60623,22,10,30
Alley Light Out,12-01911033,19-Nov-12,18-Dec-12,1445 W GRAND AVE ,Replaced Fixture,1166509.19,1903585.612,60642,27,13,24
Alley Light Out,12-01911116,19-Nov-12,6-Dec-12,12549 S UNION AVE ,Replaced Fuse,1173933.797,1821654.642,60628,9,5,53
Alley Light Out,12-01911365,19-Nov-12,21-Nov-12,3006 W LOGAN BLVD ,Replaced Fixture,1155863.369,1917137.75,60647,35,14,22
Alley Light Out,12-01911698,19-Nov-12,27-Nov-12,1462 W BALMORAL AVE ,Relamped,1165425.986,1935957.189,60640,48,20,77
Alley Light Out,12-01911948,19-Nov-12,12-Dec-12,8065 S ST LOUIS AVE ,Replaced Photo Cell,1154456.07,1850827.05,60652,18,8,70
Alley Light Out,12-01912036,19-Nov-12,18-Dec-12,1939 W 66TH ST ,Replaced Fuseholder,1164458.624,1860893.923,60636,15,7,67
Alley Light Out,12-01912123,19-Nov-12,4-Jan-13,700 E 89TH ST ,Replaced Fuseholder,1182457.023,1846119.427,60619,6,6,44
Alley Light Out,12-01912170,19-Nov-12,29-Nov-12,2133 N SHEFFIELD AVE ,Relamped,1169281.779,1914363.715,60614,43,18,7
Alley Light Out,12-01912320,19-Nov-12,3-Dec-12,6410 N ALBANY AVE ,Replaced Fixture,1154515.891,1942343.673,60645,50,24,2
Alley Light Out,12-01912461,19-Nov-12,13-Dec-12,2611 W LITHUANIAN PLAZA CT ,Replaced Powerdoor,1160112.823,1858800.046,60629,18,8,66
Alley Light Out,12-01912678,20-Nov-12,20-Nov-12,5812 W MONTROSE AVE ,Replaced Fixture,1136749.278,1928662.786,60634,38,16,15
Alley Light Out,12-01912679,20-Nov-12,20-Nov-12,5822 W MONTROSE AVE ,Replaced Photo Cell,1136634.512,1928659.991,60634,38,16,15
Alley Light Out,12-01912747,20-Nov-12,26-Nov-12,6660 W RAVEN ST ,Replaced Fixture,1130877.83,1940757.081,60631,41,16,10
Alley Light Out,12-01913790,20-Nov-12,13-Dec-12,8008 S MUSKEGON AVE ,Replaced Photo Cell,1196560.283,1852419.861,60617,7,4,46
Alley Light Out,12-01914018,20-Nov-12,20-Dec-12,10812 S CALHOUN AVE ,Remade Com Ed Connection,1194904.251,1833840.519,60617,10,4,51
Alley Light Out,12-01914258,20-Nov-12,6-Dec-12,1807 W GARFIELD BLVD ,Replaced Fixture,1165222.928,1868077.19,60636,15,7,67
Alley Light Out,12-01914772,20-Nov-12,13-Dec-12,9121 S PAULINA ST ,Replaced Photo Cell,1166611.82,1844106.98,60620,21,22,73
Alley Light Out,12-01915129,20-Nov-12,28-Nov-12,4914 W BYRON ST ,Replaced Fuse,1142887.719,1925469.356,60641,45,16,15
