Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Street Light - 1/Out,12-01540847,30-Aug-12,19-Sep-12,4930 S INDIANA AVE ,Found Open in Temp - Repaired,1178432.87,1872379.818,60615,3,2,38
Street Light - 1/Out,12-01541941,30-Aug-12,19-Sep-12,4100 N MCVICKER AVE ,Replaced Starter,1135287.232,1926630.34,60634,38,16,15
Street Light - 1/Out,12-01542110,30-Aug-12,12-Sep-12,4826 N MILWAUKEE AVE ,Relamped,1139817.878,1931630.749,60630,45,16,11
Street Light - 1/Out,12-01542601,30-Aug-12,31-Aug-12,5020 N ALBANY AVE ,Service Street Light Controller,1154801.313,1933185.402,60625,33,17,14
Street Light - 1/Out,12-01542686,30-Aug-12,26-Sep-12,10100 S HOYNE AVE ,Replaced Fixture,1163915.22,1837644.89,60643,19,22,72
Street Light - 1/Out,12-01543023,30-Aug-12,31-Aug-12,1843 N FAIRFIELD AVE ,Found Open in Temp - Repaired,1157745.986,1912145.97,60647,1,14,22
Street Light - 1/Out,12-01543443,30-Aug-12,6-Sep-12,2924 W JEROME ST ,Replaced Fixture,1155660.574,1949910.974,60645,50,24,2
Street Light - 1/Out,12-01543947,30-Aug-12,26-Sep-12,10401 S HAMILTON AVE ,Replaced Fixture,1163880.375,1835642.007,60643,19,22,72
Street Light - 1/Out,12-01545053,30-Aug-12,12-Sep-12,6400 S AUSTIN AVE ,Found Open Cables - Repaired,1137518.772,1861484.155,60638,13,8,64
Street Light - 1/Out,12-01545792,30-Aug-12,7-Sep-12,4500 N ST LOUIS AVE ,Replaced Powerdoor,1152244.191,1929685.038,60625,33,17,14
Street Light - 1/Out,12-01545931,30-Aug-12,19-Sep-12,4733 S KENWOOD AVE ,Replaced Fixture,1185872.7,1873637.8,60615,4,2,39
Street Light - 1/Out,12-01546053,30-Aug-12,1-Nov-12,512 W 115TH ST ,Replaced Fixture,1174899.67,1828638.89,60628,34,22,49
Street Light - 1/Out,12-01546099,30-Aug-12,10-Sep-12,6148 S KOMENSKY AVE ,Found Open in Temp - Repaired,1150424.367,1863521.042,60629,13,8,65
Street Light - 1/Out,12-01546135,30-Aug-12,17-Oct-12,7921 S EUCLID AVE ,Relamped,1190576.738,1852837.028,60617,8,4,46
Street Light - 1/Out,12-01546148,30-Aug-12,6-Sep-12,11800 S CAMPBELL AVE ,Replaced Fixture,1161847.751,1826315.877,60655,19,22,75
Street Light - 1/Out,12-01546598,31-Aug-12,18-Sep-12,3242 N MILWAUKEE AVE ,Replaced Fixture,1149671.082,1921309.322,60618,31,17,21
Street Light - 1/Out,12-01546611,31-Aug-12,12-Sep-12,450 N LAWNDALE AVE ,Found Low Voltage - Repaired,1151649.64,1902462.72,60624,27,11,23
Street Light - 1/Out,12-01546619,31-Aug-12,1-Nov-12,1500 S WASHTENAW AVE ,Replaced Starter,1158609.447,1892615.68,60608,28,10,29
Street Light - 1/Out,12-01546620,31-Aug-12,22-Oct-12,3400 W CONGRESS PKWY ,Replaced Fixture,1153793.001,1897488.638,60624,28,11,27
Street Light - 1/Out,12-01546636,31-Aug-12,26-Sep-12,6841 S SOUTH CHICAGO AVE ,Remade Com Ed Connection,1181108.759,1859693.093,60637,20,3,42
Street Light - 1/Out,12-01546956,31-Aug-12,17-Sep-12,2850 S VERNON AVE ,Remade Splices,1179787.956,1886315.877,60616,4,1,35
Street Light - 1/Out,12-01546970,31-Aug-12,12-Sep-12,10915 S SPRINGFIELD AVE ,Replaced Fuse,1152298.543,1831841.4,60655,19,22,74
Street Light - 1/Out,12-01546979,31-Aug-12,10-Sep-12,6210 S ALBANY AVE ,Replaced Socket,1156784.765,1863291.369,60629,15,8,66
Street Light - 1/Out,12-01547632,31-Aug-12,31-Aug-12,8248 S KOSTNER AVE ,Remade Splices,1148521.87,1849332.43,60652,13,8,70
Street Light - 1/Out,12-01547814,31-Aug-12,31-Aug-12,10827 S WHIPPLE ST ,Replaced Fixture,1157912.286,1832669.216,60655,19,22,74
Street Light - 1/Out,12-01548036,31-Aug-12,7-Sep-12,3435 W CARMEN AVE ,Relamped,1152449.971,1933201.479,60625,39,17,13
Street Light - 1/Out,12-01548604,31-Aug-12,12-Sep-12,6656 S KARLOV AVE ,Relamped,1150184.247,1860141.537,60629,13,8,65
Street Light - 1/Out,12-01548705,31-Aug-12,25-Oct-12,8058 S MARQUETTE AVE ,Found Open in Temp - Repaired,1195574.718,1852057.938,60617,7,4,46
Street Light - 1/Out,12-01548919,31-Aug-12,9-Oct-12,7723 S LANGLEY AVE ,Replaced Powerdoor,1182232.392,1853953.636,60619,6,6,69
Street Light - 1/Out,12-01549374,31-Aug-12,13-Sep-12,6049 S MOBILE AVE ,Relamped,1135439.774,1863754.301,60638,23,8,64
Street Light - 1/Out,12-01549906,31-Aug-12,11-Sep-12,6235 S RHODES AVE ,Replaced Powerdoor,1180973.319,1863787.367,60637,20,3,42
Street Light - 1/Out,12-01550091,31-Aug-12,25-Sep-12,6630 S KENWOOD AVE ,Replaced Fuse,1186208.059,1861298.957,60637,5,3,42
Street Light - 1/Out,12-01550436,31-Aug-12,27-Sep-12,3151 N LAKE SHORE DR ,Relamped,1173405.657,1921175.62,60657,44,19,6
Street Light - 1/Out,12-01550782,31-Aug-12,26-Sep-12,8301 S MAY ST ,Remade Splices,1170099.055,1849753.715,60620,21,6,71
Street Light - 1/Out,12-01550927,31-Aug-12,4-Oct-12,2682 N BURLING ST ,Replaced Fixture,1170806.15,1918245.483,60614,43,19,7
Street Light - 1/Out,12-01551509,31-Aug-12,13-Sep-12,11733 S CHURCH ST ,Found Open in Temp - Repaired,1165099.471,1826955.511,60643,34,22,75
Street Light - 1/Out,12-01551860,31-Aug-12,7-Sep-12,5760 N VIRGINIA AVE ,Replaced Fixture,1154822.623,1938102.071,60659,40,20,2
Street Light - 1/Out,12-01551872,31-Aug-12,4-Sep-12,5828 N WHIPPLE ST ,Relamped,1154974.46,1938562.309,60659,40,20,2
Street Light - 1/Out,12-01551899,31-Aug-12,4-Sep-12,1511 W GRACE ST ,Relamped,1165431.51,1925315.743,60613,44,19,6
Street Light - 1/Out,12-01551996,31-Aug-12,9-Oct-12,1707 N MOZART ST ,Replaced Fixture,1157155.679,1911366.588,60647,1,14,24
Street Light - 1/Out,12-01552053,1-Sep-12,13-Sep-12,3608 N OAK PARK AVE ,Found Open in Temp - Repaired,1130430.471,1923234.078,60634,36,16,17
Street Light - 1/Out,12-01552097,1-Sep-12,4-Sep-12,3848 N GREENVIEW AVE ,Relamped,1165389.21,1925637.343,60613,47,19,6
Street Light - 1/Out,12-01552103,1-Sep-12,1-Sep-12,7229 S UNIVERSITY AVE ,Replaced Starter,1185132.38,1857311.091,60619,5,3,69
Street Light - 1/Out,12-01553434,1-Sep-12,17-Sep-12,7011 W ARCHER AVE ,Replaced Starter,1130531.375,1867270.122,60638,23,8,56
Street Light - 1/Out,12-01553556,1-Sep-12,19-Sep-12,6135 W WARWICK AVE ,Relamped,1134799.48,1924295.867,60634,38,16,17
Street Light - 1/Out,12-01554445,2-Sep-12,10-Oct-12,1222 E 97TH ST ,Relamped,1186066.461,1840931.993,60628,8,5,50
Street Light - 1/Out,12-01554655,2-Sep-12,10-Sep-12,3247 W BELLE PLAINE AVE ,Replaced Powerdoor,1153907.08,1927073.537,60618,33,17,16
Street Light - 1/Out,12-01554771,2-Sep-12,21-Sep-12,5100 S KEDZIE AVE ,Replaced Fixture,1155907.459,1870638.182,60632,14,8,63
Street Light - 1/Out,12-01555366,3-Sep-12,11-Sep-12,3044 N AUSTIN AVE ,Replaced Fixture,1135857.774,1919721.96,60634,29,25,19
Street Light - 1/Out,12-01555389,3-Sep-12,12-Sep-12,10900 S RIDGEWAY AVE ,Relamped,1153289.694,1832060.558,60655,19,22,74
Street Light - 1/Out,12-01556142,3-Sep-12,18-Sep-12,3929 W 82ND PL ,Replaced Starter,1151634.541,1849581.495,60652,18,8,70
Street Light - 1/Out,12-01556214,3-Sep-12,5-Sep-12,2923 S CANAL ST ,Relamped,1173764.52,1885554.808,60616,11,9,60
Street Light - 1/Out,12-01556325,3-Sep-12,1-Oct-12,2111 W 68TH PL ,Relamped,1163430.354,1859214.401,60636,17,7,67
Street Light - 1/Out,12-01556494,3-Sep-12,4-Sep-12,4201 N KEDZIE AVE ,Replaced Refractor,1154301.528,1927749.338,60618,33,17,16
Street Light - 1/Out,12-01556711,4-Sep-12,11-Sep-12,9021 S ABERDEEN ST ,Relamped,1170568.602,1844982.361,60620,21,22,73
Street Light - 1/Out,12-01556717,4-Sep-12,26-Sep-12,800 W 69TH ST ,Remade Splices,1172158.375,1859107.64,60621,6,7,68
Street Light - 1/Out,12-01556723,4-Sep-12,1-Oct-12,11524 S RACINE AVE ,Replaced Photo Cell,1170395.19,1828364.089,60643,34,5,53
Street Light - 1/Out,12-01556726,4-Sep-12,28-Sep-12,7700 S HERMITAGE AVE ,Relamped,1166017.792,1853633.254,60620,17,6,71
Street Light - 1/Out,12-01556751,4-Sep-12,12-Sep-12,1807 W ROSCOE ST ,Replaced Fixture,1163600.359,1922607.104,60657,32,19,5
Street Light - 1/Out,12-01556838,4-Sep-12,15-Oct-12,8101 S WABASH AVE ,Relamped,1178117.493,1851311.127,60619,6,6,44
Street Light - 1/Out,12-01556992,4-Sep-12,25-Sep-12,7048 S JEFFERY BLVD ,Relamped,1190769.352,1858436.895,60649,5,3,43
Street Light - 1/Out,12-01557512,4-Sep-12,1-Oct-12,2047 W 63RD ST ,Relamped,1163703.891,1862852.604,60636,15,7,67
Street Light - 1/Out,12-01557847,4-Sep-12,15-Oct-12,10100 S WALDEN PKWY ,Grounded Circuit,1165752.459,1837699.166,60643,19,22,72
Street Light - 1/Out,12-01558401,4-Sep-12,10-Sep-12,5118 N SAYRE AVE ,Relamped,1128943.453,1933586.597,60656,41,16,10
Street Light - 1/Out,12-01559402,4-Sep-12,19-Sep-12,11655 S MAY ST ,Relamped,1170755,1827502.78,60643,34,5,53
Street Light - 1/Out,12-01560073,4-Sep-12,26-Sep-12,2970 N SHERIDAN RD ,Replaced Refractor,1173055.049,1920055.596,60657,44,19,6
Street Light - 1/Out,12-01560555,4-Sep-12,24-Sep-12,5642 S RICHMOND ST ,Relamped,1157673.471,1867084.768,60629,14,8,63
Street Light - 1/Out,12-01561263,4-Sep-12,21-Sep-12,4423 S KARLOV AVE ,Relamped,1149753.513,1874998.662,60632,14,8,57
Street Light - 1/Out,12-01561919,4-Sep-12,5-Sep-12,2700 S WENTWORTH AVE ,Replaced Starter,1175392.65,1886554.33,60616,11,9,34
Street Light - 1/Out,12-01562899,4-Sep-12,17-Sep-12,3230 N OLEANDER AVE ,Replaced Powerdoor,1125189.819,1920593.44,60634,36,16,17
Street Light - 1/Out,12-01563273,4-Sep-12,18-Sep-12,3609 W 70TH ST ,Remade Splices,1153460.22,1857950.85,60629,13,8,65
Street Light - 1/Out,12-01563431,4-Sep-12,10-Sep-12,4615 N CLIFTON AVE ,Relamped,1167696.85,1930782.497,60640,46,19,3
Street Light - 1/Out,12-01563456,4-Sep-12,14-Sep-12,5700 S CHRISTIANA AVE ,Remade Splices,1155019.976,1866624.99,60629,14,8,63
Street Light - 1/Out,12-01563650,4-Sep-12,10-Sep-12,4917 N FRANCISCO AVE ,Replaced Fixture,1156146.087,1932639.27,60625,40,20,4
Street Light - 1/Out,12-01563740,4-Sep-12,31-Oct-12,1812 N SAWYER AVE ,Relamped,1154301.099,1911845.68,60647,26,14,22
Street Light - 1/Out,12-01563895,5-Sep-12,17-Sep-12,6438 W ADDISON ST ,Found Open in Temp - Repaired,1132682.02,1923253.437,60634,38,16,17
Street Light - 1/Out,12-01564014,5-Sep-12,6-Sep-12,5532 N CANFIELD AVE ,Found Open Cables - Repaired,1122774.89,1935879.83,60656,0,31,0
Street Light - 1/Out,12-01564019,5-Sep-12,10-Oct-12,4805 W SUPERIOR ST ,Found Open in Temp - Repaired,1144186.922,1904530.162,60644,28,15,25
Street Light - 1/Out,12-01564021,5-Sep-12,7-Nov-12,4735 W HURON ST ,Found Open in Temp - Repaired,1144632.555,1904218.004,60644,28,11,25
Street Light - 1/Out,12-01564105,5-Sep-12,6-Sep-12,2800 W FITCH AVE ,Found Low Voltage - Repaired,1156441.105,1947296.289,60645,50,24,2
Street Light - 1/Out,12-01564107,5-Sep-12,11-Dec-12,3529 W FIFTH AVE ,Relamped,1152888.05,1898058.961,60624,28,11,27
Street Light - 1/Out,12-01564108,5-Sep-12,12-Oct-12,3610 N HALSTED ST ,Replaced Fixture,1170279.988,1924199.702,60613,44,19,6
Street Light - 1/Out,12-01564118,5-Sep-12,11-Dec-12,1000 S SACRAMENTO BLVD ,Wire Cut - Repaired,1156513.891,1895556.916,60612,28,11,29
Street Light - 1/Out,12-01564119,5-Sep-12,18-Oct-12,851 E 83RD ST ,Relamped,1183436.232,1850147.085,60619,8,6,44
Street Light - 1/Out,12-01564125,5-Sep-12,10-Sep-12,4959 N BERNARD ST ,Replaced Fixture,1152490.46,1932680.93,60625,39,17,14
Street Light - 1/Out,12-01564129,5-Sep-12,17-Sep-12,3860 N CUMBERLAND AVE ,Replaced Pole Wire,1119375.834,1924580.064,60634,36,16,76
Street Light - 1/Out,12-01564130,5-Sep-12,28-Sep-12,2160 N MAJOR AVE ,Found Open Cables - Repaired,1138038.348,1913780.429,60639,29,25,19
Street Light - 1/Out,12-01564148,5-Sep-12,17-Sep-12,6360 W NEWPORT AVE ,Service Street Light Controller,1133360.895,1922268.63,60634,36,16,17
Street Light - 1/Out,12-01564162,5-Sep-12,19-Sep-12,5100 S KOSTNER AVE ,Replaced Relay,1147891.154,1870447.925,60632,23,8,57
Street Light - 1/Out,12-01564167,5-Sep-12,10-Oct-12,954 W CUYLER AVE ,Replaced Powerdoor,1169301.736,1927087.18,60613,46,19,3
Street Light - 1/Out,12-01564222,5-Sep-12,27-Sep-12,2401 W 51ST ST ,Replaced Fuse,1161223.958,1870796.2,60632,14,9,63
Street Light - 1/Out,12-01564224,5-Sep-12,18-Sep-12,5000 S KENNETH AVE ,Replaced Fixture,1147539.26,1871099.875,60632,23,8,57
Street Light - 1/Out,12-01564236,5-Sep-12,4-Jan-13,11800 S HARVARD AVE ,Replaced Fixture,1176075.509,1826673.38,60628,34,5,53
Street Light - 1/Out,12-01564590,5-Sep-12,19-Sep-12,742 W 50TH ST ,Relamped,1172198.15,1871713.54,60609,3,9,61
Street Light - 1/Out,12-01564876,5-Sep-12,10-Oct-12,9769 S INGLESIDE AVE ,Relamped,1184375.108,1840400.088,60628,8,5,50
Street Light - 1/Out,12-01565791,5-Sep-12,24-Oct-12,3167 N BROADWAY  ,Replaced Fixture,1171694.445,1921277.12,60657,44,19,6
Street Light - 1/Out,12-01566274,5-Sep-12,8-Sep-12,5215 S MULLIGAN AVE ,Replaced Fixture,1134925.247,1869321.31,60638,23,8,56
Street Light - 1/Out,12-01567365,5-Sep-12,19-Sep-12,10243 S GREEN ST ,Replaced Fixture,1172456.736,1836915.689,60643,34,22,73
Street Light - 1/Out,12-01567651,5-Sep-12,17-Sep-12,4199 N PITTSBURGH AVE ,Replaced Fixture,1120337.56,1926885.02,60634,36,16,17
Street Light - 1/Out,12-01568894,5-Sep-12,28-Sep-12,4113 N CICERO AVE ,Relamped,1143632.536,1927012.34,60641,45,17,15
Street Light - 1/Out,12-01568913,5-Sep-12,28-Sep-12,4724 W BERTEAU AVE ,Remade Splices,1143977.184,1927284.24,60641,45,17,15
Street Light - 1/Out,12-01569438,5-Sep-12,20-Sep-12,5248 W PARKER AVE ,Remade Splices,1140918.338,1917782.233,60639,31,25,19
Street Light - 1/Out,12-01569495,5-Sep-12,6-Sep-12,4111 W FLETCHER ST ,Replaced Powerdoor,1148405.291,1920626.91,60641,31,25,21
Street Light - 1/Out,12-01569796,5-Sep-12,20-Sep-12,3700 W 55TH PL ,Replaced Powerdoor,1152651.651,1867543.344,60629,23,8,62
Street Light - 1/Out,12-01570458,5-Sep-12,26-Sep-12,9930 S BELL AVE ,Replaced Fixture,1163123.09,1838746.618,60643,19,22,72
Street Light - 1/Out,12-01570546,5-Sep-12,19-Sep-12,5959 S KEELER AVE ,Relamped,1149389.847,1864754.354,60629,13,8,65
Street Light - 1/Out,12-01570739,5-Sep-12,19-Sep-12,1033 W 111TH PL ,Relamped,1171147.97,1830868.21,60643,34,22,75
Street Light - 1/Out,12-01570822,5-Sep-12,18-Sep-12,4038 W EDDY ST ,Relamped,1148906.112,1923349.55,60641,30,17,16
Street Light - 1/Out,12-01570896,5-Sep-12,17-Sep-12,5946 W WARWICK AVE ,Found Open Cables - Repaired,1136052.331,1924323.582,60634,38,16,15
Street Light - 1/Out,12-01570897,5-Sep-12,18-Sep-12,3714 N AVERS AVE ,Relamped,1150039.31,1924528.2,60618,30,17,16
Street Light - 1/Out,12-01570913,5-Sep-12,11-Sep-12,8206 S EMERALD AVE ,Remade Splices,1172730.578,1850466.398,60620,21,6,71
Street Light - 1/Out,12-01571147,5-Sep-12,10-Sep-12,5353 N NOTTINGHAM AVE ,Replaced Fixture,1128305.02,1935141.026,60656,41,16,10
Street Light - 1/Out,12-01571197,6-Sep-12,7-Sep-12,3015 W SUNNYSIDE AVE ,Relamped,1155397.901,1929750.695,60625,33,17,14
Street Light - 1/Out,12-01571233,6-Sep-12,29-Sep-12,1748 N WOLCOTT AVE ,Remade Splices,1163407.66,1911844.598,60622,32,14,24
Street Light - 1/Out,12-01571428,6-Sep-12,14-Sep-12,5200 S TRUMBULL AVE ,Relamped,1154256.561,1869929.81,60632,14,8,63
Street Light - 1/Out,12-01572233,6-Sep-12,9-Oct-12,8143 S CAMPBELL AVE ,Relamped,1161115.173,1850565.849,60652,18,8,70
Street Light - 1/Out,12-01572987,6-Sep-12,10-Sep-12,2914 N LOTUS AVE ,Replaced Powerdoor,1139534.79,1918838.901,60641,31,25,19
Street Light - 1/Out,12-01573248,6-Sep-12,10-Oct-12,1649 E 55TH ST ,Replaced Socket,1188305.71,1868855.416,60615,5,2,41
Street Light - 1/Out,12-01573494,6-Sep-12,14-Sep-12,3500 W 57TH PL ,Replaced Powerdoor,1154026.69,1866265.85,60629,14,8,63
Street Light - 1/Out,12-01573696,6-Sep-12,20-Sep-12,2856 S CANAL ST ,Replaced Fixture,1173646.249,1885919.096,60616,11,9,60
Street Light - 1/Out,12-01573699,6-Sep-12,10-Oct-12,4144 N CLARENDON AVE ,Relamped,1170176.013,1927670.94,60613,46,19,3
Street Light - 1/Out,12-01573917,6-Sep-12,11-Sep-12,5215 N NORMANDY AVE ,Remade Splices,1130922.147,1934249.495,60656,41,16,10
Street Light - 1/Out,12-01573944,6-Sep-12,7-Sep-12,11751 S WALLACE ST ,Replaced Starter,1174421.36,1826892.17,60628,34,5,53
Street Light - 1/Out,12-01574384,6-Sep-12,19-Sep-12,3800 S UNION AVE ,Replaced Fixture,1172258.448,1879689.19,60609,11,9,60
Street Light - 1/Out,12-01574541,6-Sep-12,24-Sep-12,1000 W 35TH ST ,Replaced Fixture,1170216.979,1881630.579,60609,11,9,60
Street Light - 1/Out,12-01574954,6-Sep-12,6-Sep-12,239 E 26TH ST ,Relamped,1178206.81,1887156.17,60616,2,1,35
Street Light - 1/Out,12-01575299,6-Sep-12,11-Sep-12,1739 W 90TH ST ,Replaced Powerdoor,1166203.651,1844988.298,60620,21,22,73
Street Light - 1/Out,12-01575865,6-Sep-12,15-Oct-12,9833 S LONGWOOD DR ,Relamped,1165637.041,1839462.856,60643,19,22,72
Street Light - 1/Out,12-01576197,6-Sep-12,18-Sep-12,3847 W MARQUETTE RD ,Relamped,1151874.776,1859899.329,60629,13,8,65
Street Light - 1/Out,12-01576425,6-Sep-12,14-Sep-12,851 N HOYNE AVE ,Found Open in Temp - Repaired,1162247.309,1905752.228,60622,32,13,24
Street Light - 1/Out,12-01576484,6-Sep-12,4-Oct-12,522 N ELIZABETH ST ,Replaced Fixture,1167716.694,1903870.56,60642,27,13,24
Street Light - 1/Out,12-01577140,6-Sep-12,23-Oct-12,2600 N HALSTED ST ,Found Open in Temp - Repaired,1170497.691,1917491.274,60614,43,19,7
Street Light - 1/Out,12-01577347,6-Sep-12,19-Sep-12,2545 W 45TH PL ,Restrung Aerial,1160131.736,1874417.931,60632,12,9,58
Street Light - 1/Out,12-01577405,6-Sep-12,17-Sep-12,8500 S BLACKSTONE AVE ,Relamped,1187681.109,1848919.365,60619,8,4,45
Street Light - 1/Out,12-01577442,6-Sep-12,14-Sep-12,5731 S ST LOUIS AVE ,Restrung Aerial,1154026.69,1866265.85,60629,14,8,63
Street Light - 1/Out,12-01577600,6-Sep-12,18-Sep-12,1850 W 33RD ST ,Found Open in Temp - Repaired,1164457.124,1882821.323,60608,11,9,59
Street Light - 1/Out,12-01577778,7-Sep-12,11-Sep-12,2815 W GREGORY ST ,Replaced Powerdoor,1156583.42,1936743.112,60625,40,20,4
Street Light - 1/Out,12-01577866,7-Sep-12,1-Nov-12,1862 S BLUE ISLAND AVE ,Replaced Fixture,1167084.049,1891069.764,60608,25,12,31
Street Light - 1/Out,12-01577895,7-Sep-12,27-Sep-12,2019 W 75TH PL ,Relamped,1164058.421,1854691.208,60620,18,6,71
Street Light - 1/Out,12-01577953,7-Sep-12,26-Sep-12,2742 N MONITOR AVE ,Replaced Fixture,1136917.246,1917631.832,60639,30,25,19
Street Light - 1/Out,12-01577955,7-Sep-12,31-Oct-12,1115 S CENTRAL AVE ,Found Open in Temp - Repaired,1139216.214,1894604.04,60644,29,15,25
Street Light - 1/Out,12-01577962,7-Sep-12,4-Oct-12,830 N ASHLAND AVE ,Replaced Fixture,1165573.949,1905754.12,60622,1,13,24
Street Light - 1/Out,12-01577963,7-Sep-12,11-Oct-12,1200 N ELSTON AVE ,Relamped,1167994.259,1908147.093,60642,32,14,24
Street Light - 1/Out,12-01578062,7-Sep-12,1-Oct-12,4202 S HALSTED ST ,Straighten & Secure Electrical Equipment,1171673.648,1876850.59,60609,11,9,61
Street Light - 1/Out,12-01578175,7-Sep-12,14-Sep-12,3401 W 51ST ST ,Replaced Powerdoor,1154559.227,1870603.628,60632,14,8,63
Street Light - 1/Out,12-01578177,7-Sep-12,14-Sep-12,4759 S WOLCOTT AVE ,Replaced Powerdoor,1164488.01,1873117.518,60609,20,9,61
Street Light - 1/Out,12-01578185,7-Sep-12,26-Sep-12,6721 S COTTAGE GROVE AVE ,Restrung Aerial,1182716.399,1860622.147,60637,5,3,69
Street Light - 1/Out,12-01578195,7-Sep-12,7-Nov-12,1000 W 37TH ST ,Remade Com Ed Connection,1170252.59,1880291.14,60609,11,9,60
Street Light - 1/Out,12-01578197,7-Sep-12,1-Oct-12,2600 S STATE ST ,Replaced Fuse,1176715.071,1887112.861,60616,3,1,35
Street Light - 1/Out,12-01578776,7-Sep-12,28-Sep-12,5930 W ALTGELD ST ,Replaced Fixture,1136307.881,1916000.911,60639,29,25,19
Street Light - 1/Out,12-01579513,7-Sep-12,1-Oct-12,6958 S OAKLEY AVE ,Remade Splices,1162267.504,1858469.671,60636,17,8,66
Street Light - 1/Out,12-01580234,7-Sep-12,12-Sep-12,4700 N KELSO AVE ,Relamped,1147428.619,1930737.077,60630,39,17,14
Street Light - 1/Out,12-01580248,7-Sep-12,12-Sep-12,4650 N KIONA AVE ,Relamped,1147268.478,1930564.068,60630,39,17,14
Street Light - 1/Out,12-01580478,7-Sep-12,12-Sep-12,5345 W GIDDINGS ST ,Remade Splices,1139821.57,1930905.428,60630,45,16,15
Street Light - 1/Out,12-01580802,7-Sep-12,12-Sep-12,10331 S HAMLIN AVE ,Replaced Fuse,1152824.346,1835843.32,60655,19,22,74
Street Light - 1/Out,12-01581356,7-Sep-12,17-Sep-12,3000 N RUTHERFORD AVE ,Remade Splices,1130899.798,1919198.409,60634,36,25,18
Street Light - 1/Out,12-01581462,7-Sep-12,21-Sep-12,2331 W BROSS AVE ,Replaced Fixture,1161177.072,1882964.806,60608,12,9,59
Street Light - 1/Out,12-01581787,7-Sep-12,10-Sep-12,1442 W ARGYLE ST ,Replaced Fixture,1165651.17,1933301.541,60640,46,20,3
Street Light - 1/Out,12-01581829,7-Sep-12,2-Nov-12,8900 S PARNELL AVE ,Relamped,1174193.164,1845914.313,60620,21,22,71
Street Light - 1/Out,12-01581941,7-Sep-12,5-Oct-12,5148 S MICHIGAN AVE ,Replaced Starter,1178030.909,1870880.046,60615,3,2,40
Street Light - 1/Out,12-01582211,7-Sep-12,12-Sep-12,5134 N CENTRAL PARK AVE ,Remade Splices,1151461.1,1933876.4,60625,39,17,13
Street Light - 1/Out,12-01582866,7-Sep-12,7-Sep-12,3259 S STEWART AVE ,Remade Splices,1174308.12,1883334.898,60616,11,9,34
Street Light - 1/Out,12-01583038,7-Sep-12,19-Sep-12,1301 W 109TH ST ,Relamped,1169593.5,1832489.184,60643,34,22,75
Street Light - 1/Out,12-01583096,7-Sep-12,14-Sep-12,4301 W 25TH PL ,Relamped,1148340.015,1886711.206,60623,22,10,30
Street Light - 1/Out,12-01583208,7-Sep-12,21-Nov-12,2416 W POLK ST ,Relamped,1160406.594,1896303.05,60612,2,11,28
Street Light - 1/Out,12-01583740,7-Sep-12,1-Nov-12,7000 S GREEN ST ,Replaced Fixture,1171843.108,1858435.831,60621,17,7,68
Street Light - 1/Out,12-01583757,7-Sep-12,10-Sep-12,2800 W 36TH ST ,Replaced Powerdoor,1158287.554,1880659.793,60632,12,9,58
Street Light - 1/Out,12-01583765,7-Sep-12,5-Oct-12,6219 S CHAMPLAIN AVE ,Relamped,1181637.443,1863915.878,60637,20,3,42
Street Light - 1/Out,12-01583789,7-Sep-12,18-Sep-12,9628 S GREEN ST ,Replaced Fixture,1172344.136,1840886.333,60643,21,22,73
Street Light - 1/Out,12-01584597,8-Sep-12,14-Sep-12,2630 W ARGYLE ST ,Found Open in Temp - Repaired,1157793.47,1933107.375,60625,40,20,4
Street Light - 1/Out,12-01585585,8-Sep-12,10-Sep-12,6955 W FARRAGUT AVE ,Replaced Fixture,1128936.025,1934427.055,60656,41,16,10
Street Light - 1/Out,12-01586974,9-Sep-12,21-Sep-12,1331 W EDDY ST ,Replaced Powerdoor,1166791.652,1923689.4,60657,44,19,6
Street Light - 1/Out,12-01587063,9-Sep-12,11-Sep-12,4436 N WHIPPLE ST ,Replaced Powerdoor,1155249.087,1929324.961,60625,33,17,14
Street Light - 1/Out,12-01587123,9-Sep-12,14-Sep-12,2083 W NORWOOD ST ,Relamped,1161277,1940291.919,60659,40,24,2
Street Light - 1/Out,12-01587258,10-Sep-12,2-Oct-12,3650 W WAVELAND AVE ,Relamped,1151340.434,1924351.314,60618,39,17,16
Street Light - 1/Out,12-01587269,10-Sep-12,4-Oct-12,805 N LESSING ST ,Replaced Fixture,1170064.993,1905651.048,60642,27,13,24
Street Light - 1/Out,12-01587319,10-Sep-12,18-Sep-12,2710 W 39TH PL ,Found Open in Temp - Repaired,1158905.649,1878350.216,60632,12,9,58
Street Light - 1/Out,12-01587323,10-Sep-12,19-Sep-12,5411 S LOTUS AVE ,Remade Splices,1140948.35,1868192.301,60638,23,8,56
Street Light - 1/Out,12-01587332,10-Sep-12,14-Sep-12,1475 W 77TH ST ,Relamped,1167637.834,1853674.632,60620,17,6,71
Street Light - 1/Out,12-01587333,10-Sep-12,19-Oct-12,7800 S HALSTED ST ,Remade Splices,1172320.181,1853138.89,60620,17,6,71
Street Light - 1/Out,12-01587335,10-Sep-12,15-Oct-12,9301 S WINCHESTER AVE ,Relamped,1164978.881,1842977.53,60643,19,22,72
Street Light - 1/Out,12-01587392,10-Sep-12,20-Sep-12,3522 N NATOMA AVE ,Relamped,1131446.837,1922692.61,60634,36,16,17
